word	question_prompt_pre	question_prompt_post	question_type	bin	choice1	choice2	choice3	choice4	choice5	choice6	choice7
amplify	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bandwagon	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bondage	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
cannon	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
clay	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
contraction	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dare	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
disease	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
election	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
famed	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
footstep	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
God	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
healthy	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
impair	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
kettle	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
logic	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mesh	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
nativity	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
outsmart	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
picky	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
preview	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
raven	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
rifle	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
searching	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
skateboard	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
spit	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
subject	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
terrific	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
trickle	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
vertical	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
wiring	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
amateurism	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bile	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
churn	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
creamer	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
disadvantageous	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
ennui	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
fraught	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
heck	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
independence	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
jeweler	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
masterly	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
officiate	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
pleasurable	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
rawhide	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
schooner	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
splay	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
tink	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
unlimited	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
yak	Is the word 	...	iconicity	272	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Please choose the right-most option			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Please choose the middle option			catch	4	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
The word red has two letters			catch	1	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Squares have four sides			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
