word	question_prompt_pre	question_prompt_post	question_type	bin	choice1	choice2	choice3	choice4	choice5	choice6	choice7
adhere	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
arrive	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
benefit	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
brittle	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
chamber	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
comic	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
crawl	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dent	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dozen	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
establishment	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
finalize	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
frugal	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
guarantee	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
hood	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
intense	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
leaky	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mandate	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
moist	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
nutrition	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
partnership	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
poetry	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
puddle	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
relaxation	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sail	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sharper	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
snobby	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
steadfast	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
swing	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
tinsel	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
understandable	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
was	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
aback	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
assimilate	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bullish	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
compulsion	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
definitive	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
doe	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
expression	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
glamorize	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
illustration	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
insignificance	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
lenient	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mope	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
partridge	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
probate	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
respite	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
si	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sundial	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
tyrannical	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
vermin	Is the word 	...	iconicity	102	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Please choose the right-most option			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Please choose the middle option			catch	4	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
The word red has two letters			catch	1	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Squares have four sides			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
