word	question_prompt_pre	question_prompt_post	question_type	bin	choice1	choice2	choice3	choice4	choice5	choice6	choice7
adjective	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
arrow	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bent	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
broad	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
chameleon	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
comical	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
crawler	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dental	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
draft	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
estate	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
finance	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
fruit	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
guard	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
hook	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
intensify	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
lean	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mane	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
moisten	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
nutritious	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
party	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
point	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
puff	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
relaxed	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sailor	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
shatter	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
snoop	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
steady	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
swinger	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
tint	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
understanding	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
wash	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
abase	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
assimilative	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bumble	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
compulsive	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
defog	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
doer	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Expressionism	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
glamour	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
imaginable	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
insignificant	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
leotard	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
moped	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
pash	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
probation	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
restive	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sib	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sup	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
tyrannize	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
vermouth	Is the word 	...	iconicity	103	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Please choose the right-most option			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Please choose the middle option			catch	4	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
The word red has two letters			catch	1	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Squares have four sides			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
