word	question_prompt_pre	question_prompt_post	question_type	bin	choice1	choice2	choice3	choice4	choice5	choice6	choice7
absolution	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
anxious	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bay	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bow	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
cashier	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
coast	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
corruption	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
deck	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
ditto	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
endorsement	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
feathery	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
forum	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
graphite	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
hibernate	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
inferior	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
laceration	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
lumbering	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
miner	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
niece	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
pack	Is the word 	...	iconicity	25	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
