word	question_prompt_pre	question_prompt_post	question_type	bin	choice1	choice2	choice3	choice4	choice5	choice6	choice7
adult	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
asleep	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Biblical	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
brown	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
character	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
communion	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
creditor	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
descent	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
drawer	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
everybody	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
fireproof	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
fungi	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
gummy	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
horrid	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
intern	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
left	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
manor	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
monogram	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
oblige	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
patch	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
polished	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
punk	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
remain	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
salty	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
shelter	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
so	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
stepchild	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
symbolize	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
today	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
unhappy	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
watercolor	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
absently	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
atoll	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bushel	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
conclusive	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dehydration	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
doubtless	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
extradition	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
glut	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
immodest	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
instigation	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
libido	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mottled	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
patter	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
progressivism	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
revel	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
simper	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
survival	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
unalterable	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
vindictive	Is the word 	...	iconicity	121	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Please choose the right-most option			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Please choose the middle option			catch	4	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
The word red has two letters			catch	1	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Squares have four sides			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
