word	question_prompt_pre	question_prompt_post	question_type	bin	choice1	choice2	choice3	choice4	choice5	choice6	choice7
afford	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
astound	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
birthday	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
build	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
cheat	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
complaint	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
criticism	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
detail	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
driven	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
exceed	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
flamboyant	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
galaxy	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
hail	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
houseboat	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
invest	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
lens	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
marking	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mortar	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
obvious	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
payday	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
pop	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
python	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
repeat	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sarcastic	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
shoelace	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sold	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
stimulate	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
tactical	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
too	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
unreal	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
wealth	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
accountability	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
autocratic	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
callus	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
conga	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
democratic	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dud	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
fap	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
gorge	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
impertinent	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
intercultural	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
liqueur	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
murk	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
penal	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
providential	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
rife	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
skirl	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
swollen	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
unburden	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
waft	Is the word 	...	iconicity	146	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Please choose the right-most option			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Please choose the middle option			catch	4	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
The word red has two letters			catch	1	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Squares have four sides			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
