word	question_prompt_pre	question_prompt_post	question_type	bin	choice1	choice2	choice3	choice4	choice5	choice6	choice7
advanced	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
aspire	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bidding	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
brunch	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
charcoal	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
commute	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
creeper	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
design	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dreadful	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
everywhere	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
first	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
funnel	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
gunpoint	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
horse	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
interrupt	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
legality	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mantle	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
monster	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
oblivion	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
paternity	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
politics	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
puppy	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
remarkable	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
salvation	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
shift	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
soapy	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
stepmother	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
syndrome	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
together	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
unhook	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
watermark	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
abstracted	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
atrocious	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
cabana	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
concubine	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
deject	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dozy	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
exuberance	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
gnat	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
immortalize	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
instructive	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
lien	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mow	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
pavilion	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
proliferate	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
revere	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sinless	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
suspender	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
unanswerable	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
viral	Is the word 	...	iconicity	125	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Please choose the right-most option			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Please choose the middle option			catch	4	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
The word red has two letters			catch	1	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Squares have four sides			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
