word	question_prompt_pre	question_prompt_post	question_type	bin	choice1	choice2	choice3	choice4	choice5	choice6	choice7
acquaintance	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
arched	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
beer	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
breath	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
cell	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
college	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
coverage	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
delicious	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
done	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
epilepsy	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
fictitious	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
freight	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
grit	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
hoist	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
insidious	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
latter	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mailbox	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mistook	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
noticeable	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
paradox	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
plead	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
protractor	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
regain	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
rummage	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sexy	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
smooch	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
standard	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
suspicious	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
thyroid	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
umbilical	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
walk	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
yellow	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
armor	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bridle	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
commit	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
decentralize	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dissolution	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
execrate	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
genitals	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
hypodermic	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
inhumanity	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
lasagna	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
modem	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
paradigmatic	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
prejudicial	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
reprimand	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sheen	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
submissive	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
turbofan	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Valium	Is the word 	...	iconicity	71	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Please choose the right-most option			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Please choose the middle option			catch	4	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
The word red has two letters			catch	1	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Squares have four sides			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
