word	question_prompt_pre	question_prompt_post	question_type	bin	choice1	choice2	choice3	choice4	choice5	choice6	choice7
airplane	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
autograph	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bless	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bushy	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
chin	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
condone	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
crutch	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dictate	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
during	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
explanatory	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
flint	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
generic	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
hang	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
hunk	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
jam	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
likeness	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
matrix	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mover	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
once	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
penguin	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
pothole	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
race	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
resource	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
scattering	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
shudder	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
south	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
strained	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
tart	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
toxin	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
use	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
wheelchair	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
admission	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
barf	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
caterwaul	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
contemptuous	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
derogatory	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
efficiency	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
fielder	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
groupie	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
inadvisable	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
intuition	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
lunge	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
neoconservatism	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
personification	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
purposely	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
rumba	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
snide	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
tauten	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
underprivileged	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
whicker	Is the word 	...	iconicity	191	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Please choose the right-most option			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Please choose the middle option			catch	4	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
The word red has two letters			catch	1	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
Squares have four sides			catch	7	(1) Strongly disagree	(2)	(3)	(4)	(5)	(6)	(7) Strongly agree
