word	question_prompt_pre	question_prompt_post	question_type	bin	choice1	choice2	choice3	choice4	choice5	choice6	choice7
alias	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
away	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
bloated	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
buttery	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
chop	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
confuse	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
culprit	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
digger	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
dynasty	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
extinct	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
floorboard	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
ghastly	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
hardship	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
hustle	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
jerky	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
lineage	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mean	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
mumble	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
oppose	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
perform	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Powers	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
raffle	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
restoration	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
scissors	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
sidekick	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
Spam	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
streamer	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
teach	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
tragic	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
vagina	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
whipped	Is the word 	...	iconicity	207	(1) Not iconic at all	(2)	(3)	(4)	(5)	(6)	(7) Very iconic
